,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
2471,gostosa,0.668,0.726,6,-6.634,0,0.0432,0.31,0.00228,0.222,0.724,93.978,audio_features,438nqz8kEIvExTC1vtX8Wb,spotify:track:438nqz8kEIvExTC1vtX8Wb,https://api.spotify.com/v1/tracks/438nqz8kEIvExTC1vtX8Wb,https://api.spotify.com/v1/audio-analysis/438nqz8kEIvExTC1vtX8Wb,154821,4
2472,The Bad Thing,0.55,0.952,2,-3.638,1,0.075,0.00103,0.0,0.257,0.538,111.066,audio_features,4N2yjWLIxZjOXDrCu2VlJe,spotify:track:4N2yjWLIxZjOXDrCu2VlJe,https://api.spotify.com/v1/tracks/4N2yjWLIxZjOXDrCu2VlJe,https://api.spotify.com/v1/audio-analysis/4N2yjWLIxZjOXDrCu2VlJe,145213,4
2473,Let There Be Rock,0.332,0.725,11,-5.809,0,0.116,0.000209,0.607,0.0767,0.422,182.364,audio_features,753KutoAy00apPsplMRetG,spotify:track:753KutoAy00apPsplMRetG,https://api.spotify.com/v1/tracks/753KutoAy00apPsplMRetG,https://api.spotify.com/v1/audio-analysis/753KutoAy00apPsplMRetG,366347,4
2474,Scream & Shout,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,audio_features,2iJuuzV8P9Yz0VSurttIV5,spotify:track:2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/tracks/2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/audio-analysis/2iJuuzV8P9Yz0VSurttIV5,283400,4
2475,Won't Do Nothing,0.715,0.915,7,-4.321,1,0.0847,0.0182,0.0322,0.164,0.643,113.99,audio_features,4Ba3gd7vIzGk5KS2fAGKnm,spotify:track:4Ba3gd7vIzGk5KS2fAGKnm,https://api.spotify.com/v1/tracks/4Ba3gd7vIzGk5KS2fAGKnm,https://api.spotify.com/v1/audio-analysis/4Ba3gd7vIzGk5KS2fAGKnm,283434,4
2476,Éramos Tipo Funk,0.761,0.306,11,-15.75,0,0.302,0.136,0.0,0.115,0.366,108.928,audio_features,7BgCI256KL3t9aMb9tpo4d,spotify:track:7BgCI256KL3t9aMb9tpo4d,https://api.spotify.com/v1/tracks/7BgCI256KL3t9aMb9tpo4d,https://api.spotify.com/v1/audio-analysis/7BgCI256KL3t9aMb9tpo4d,162397,4
2477,Don't Look Back in Anger - Remastered,0.327,0.938,0,-3.237,1,0.0645,0.0708,3.79e-06,0.148,0.326,162.937,audio_features,0UvCh63URrLFcPkKt99hHd,spotify:track:0UvCh63URrLFcPkKt99hHd,https://api.spotify.com/v1/tracks/0UvCh63URrLFcPkKt99hHd,https://api.spotify.com/v1/audio-analysis/0UvCh63URrLFcPkKt99hHd,289560,4
2478,Jersey City,0.71,0.549,6,-9.841,0,0.0646,0.772,0.00398,0.0987,0.415,79.957,audio_features,7CsfpYeYnweWfSbQrEaZag,spotify:track:7CsfpYeYnweWfSbQrEaZag,https://api.spotify.com/v1/tracks/7CsfpYeYnweWfSbQrEaZag,https://api.spotify.com/v1/audio-analysis/7CsfpYeYnweWfSbQrEaZag,236959,4
2479,Where The Skies Are Blue,0.569,0.477,9,-6.577,1,0.0277,0.861,0.000485,0.0644,0.552,132.423,audio_features,77aQ1h0md7QkHBpxy05tMc,spotify:track:77aQ1h0md7QkHBpxy05tMc,https://api.spotify.com/v1/tracks/77aQ1h0md7QkHBpxy05tMc,https://api.spotify.com/v1/audio-analysis/77aQ1h0md7QkHBpxy05tMc,140120,4
2480,Hannah Hunt,0.647,0.31,4,-10.237,1,0.0372,0.705,0.000723,0.1,0.189,103.974,audio_features,6AY1M1akbsVaQN3ATVyzH7,spotify:track:6AY1M1akbsVaQN3ATVyzH7,https://api.spotify.com/v1/tracks/6AY1M1akbsVaQN3ATVyzH7,https://api.spotify.com/v1/audio-analysis/6AY1M1akbsVaQN3ATVyzH7,237973,4
2481,Martin Luther King – BTCast 477,0.488,0.668,7,-5.546,1,0.0298,0.747,0.0,0.179,0.754,130.476,audio_features,3TdcLLUoQ0cNGa43sHfaOx,spotify:track:3TdcLLUoQ0cNGa43sHfaOx,https://api.spotify.com/v1/tracks/3TdcLLUoQ0cNGa43sHfaOx,https://api.spotify.com/v1/audio-analysis/3TdcLLUoQ0cNGa43sHfaOx,168293,4
2482,Já Vou Tarde,0.582,0.591,6,-9.003,1,0.0266,0.672,5.29e-05,0.372,0.523,138.006,audio_features,1NRPMDkjhZG3GnDX1VM7pV,spotify:track:1NRPMDkjhZG3GnDX1VM7pV,https://api.spotify.com/v1/tracks/1NRPMDkjhZG3GnDX1VM7pV,https://api.spotify.com/v1/audio-analysis/1NRPMDkjhZG3GnDX1VM7pV,264987,3
2483,Colored Emotions,0.476,0.652,1,-4.604,0,0.0258,0.613,0.606,0.159,0.229,98.917,audio_features,2ZdhT6LQBfzCgM2XXQrfUh,spotify:track:2ZdhT6LQBfzCgM2XXQrfUh,https://api.spotify.com/v1/tracks/2ZdhT6LQBfzCgM2XXQrfUh,https://api.spotify.com/v1/audio-analysis/2ZdhT6LQBfzCgM2XXQrfUh,259867,4
2484,Baptism By Fire,0.457,0.93,9,-4.203,1,0.0588,4.67e-06,0.197,0.174,0.674,150.188,audio_features,1ULNWGJD3skjg0jWjhCFHc,spotify:track:1ULNWGJD3skjg0jWjhCFHc,https://api.spotify.com/v1/tracks/1ULNWGJD3skjg0jWjhCFHc,https://api.spotify.com/v1/audio-analysis/1ULNWGJD3skjg0jWjhCFHc,210200,4
2485,Fala,0.645,0.471,11,-9.192,0,0.0401,0.271,0.0,0.152,0.767,79.125,audio_features,3uCg5JVHl2E6i8gFJxUjsp,spotify:track:3uCg5JVHl2E6i8gFJxUjsp,https://api.spotify.com/v1/tracks/3uCg5JVHl2E6i8gFJxUjsp,https://api.spotify.com/v1/audio-analysis/3uCg5JVHl2E6i8gFJxUjsp,266440,4
2486,Evidências - Ao Vivo,0.53,0.747,2,-5.667,1,0.0598,0.435,0.0,0.676,0.388,101.16,audio_features,4NOMS1Sascd3j65osNVzw3,spotify:track:4NOMS1Sascd3j65osNVzw3,https://api.spotify.com/v1/tracks/4NOMS1Sascd3j65osNVzw3,https://api.spotify.com/v1/audio-analysis/4NOMS1Sascd3j65osNVzw3,331520,4
2487,Keep Me,0.665,0.839,3,-4.547,1,0.0902,0.559,0.000168,0.356,0.581,89.043,audio_features,5wGmaQYNYxJZrnWykQG3HF,spotify:track:5wGmaQYNYxJZrnWykQG3HF,https://api.spotify.com/v1/tracks/5wGmaQYNYxJZrnWykQG3HF,https://api.spotify.com/v1/audio-analysis/5wGmaQYNYxJZrnWykQG3HF,172093,4
2488,NerdCast 809 - Homem-Aranha: Me leva pra casa!,0.641,0.615,5,-8.967,1,0.0564,0.188,0.0,0.0798,0.616,82.02,audio_features,2GunPntx3MFMQyUWvXIjE2,spotify:track:2GunPntx3MFMQyUWvXIjE2,https://api.spotify.com/v1/tracks/2GunPntx3MFMQyUWvXIjE2,https://api.spotify.com/v1/audio-analysis/2GunPntx3MFMQyUWvXIjE2,275707,4
2489,Rich - Interlude,0.481,0.406,7,-11.52,1,0.0775,0.864,0.000315,0.0869,0.741,91.589,audio_features,15pyFQHCTVp6T7vaWctSgO,spotify:track:15pyFQHCTVp6T7vaWctSgO,https://api.spotify.com/v1/tracks/15pyFQHCTVp6T7vaWctSgO,https://api.spotify.com/v1/audio-analysis/15pyFQHCTVp6T7vaWctSgO,103319,4
2490,Hail to the King,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,audio_features,5anCkDvJ17aznvK5TED5uo,spotify:track:5anCkDvJ17aznvK5TED5uo,https://api.spotify.com/v1/tracks/5anCkDvJ17aznvK5TED5uo,https://api.spotify.com/v1/audio-analysis/5anCkDvJ17aznvK5TED5uo,305907,4
2491,Crash Test Yummy,0.764,0.269,5,-10.127,0,0.278,0.256,0.806,0.09,0.661,86.941,audio_features,6S2XaV5zByhmt2cJF6YGdE,spotify:track:6S2XaV5zByhmt2cJF6YGdE,https://api.spotify.com/v1/tracks/6S2XaV5zByhmt2cJF6YGdE,https://api.spotify.com/v1/audio-analysis/6S2XaV5zByhmt2cJF6YGdE,107586,4
2492,Keep on Loving You,0.306,0.722,0,-5.963,1,0.034,0.0519,0.0,0.117,0.41,174.732,audio_features,4rcHWl68ai6KvpXlc8vbnE,spotify:track:4rcHWl68ai6KvpXlc8vbnE,https://api.spotify.com/v1/tracks/4rcHWl68ai6KvpXlc8vbnE,https://api.spotify.com/v1/audio-analysis/4rcHWl68ai6KvpXlc8vbnE,200293,4
2493,Epic,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,audio_features,4ReyTz0y3TGkX48wO3Llot,spotify:track:4ReyTz0y3TGkX48wO3Llot,https://api.spotify.com/v1/tracks/4ReyTz0y3TGkX48wO3Llot,https://api.spotify.com/v1/audio-analysis/4ReyTz0y3TGkX48wO3Llot,293653,4
2494,"Caneca de Mamicas 35 - Oh Meu Deux, que delícia de Jefferson Schroeder",0.842,0.567,5,-5.123,1,0.0483,0.487,0.0,0.0881,0.789,129.857,audio_features,5zCrBIhg3eKTmuz8Y7BhWB,spotify:track:5zCrBIhg3eKTmuz8Y7BhWB,https://api.spotify.com/v1/tracks/5zCrBIhg3eKTmuz8Y7BhWB,https://api.spotify.com/v1/audio-analysis/5zCrBIhg3eKTmuz8Y7BhWB,163511,4
2495,Story Of A Man,0.363,0.307,5,-15.524,1,0.0292,0.829,0.263,0.105,0.448,177.678,audio_features,7fnY38byzspQZlwM0tsK1L,spotify:track:7fnY38byzspQZlwM0tsK1L,https://api.spotify.com/v1/tracks/7fnY38byzspQZlwM0tsK1L,https://api.spotify.com/v1/audio-analysis/7fnY38byzspQZlwM0tsK1L,237533,4
2496,Aquarela,0.545,0.306,7,-20.383,1,0.0326,0.475,0.0,0.114,0.771,153.168,audio_features,4LhxdvP3lfgH3ciOyO1BX1,spotify:track:4LhxdvP3lfgH3ciOyO1BX1,https://api.spotify.com/v1/tracks/4LhxdvP3lfgH3ciOyO1BX1,https://api.spotify.com/v1/audio-analysis/4LhxdvP3lfgH3ciOyO1BX1,258507,4
2497,Serena Noche,0.516,0.341,4,-8.322,1,0.0294,0.167,0.899,0.112,0.247,122.868,audio_features,7dYLILWmJWyVTA9v3ux4SY,spotify:track:7dYLILWmJWyVTA9v3ux4SY,https://api.spotify.com/v1/tracks/7dYLILWmJWyVTA9v3ux4SY,https://api.spotify.com/v1/audio-analysis/7dYLILWmJWyVTA9v3ux4SY,201894,4
2498,Depois de Ti,0.542,0.607,2,-8.112,1,0.0368,0.67,0.0,0.816,0.853,164.859,audio_features,4Y2oB4bxMHThFFPwWD7ZRi,spotify:track:4Y2oB4bxMHThFFPwWD7ZRi,https://api.spotify.com/v1/tracks/4Y2oB4bxMHThFFPwWD7ZRi,https://api.spotify.com/v1/audio-analysis/4Y2oB4bxMHThFFPwWD7ZRi,192540,4
2499,Até Te Encontrar - Ao Vivo,0.397,0.675,9,-6.864,1,0.0377,0.123,3.11e-06,0.71,0.119,139.932,audio_features,2EJ7BnCzrZ8DhKul9Yr9aE,spotify:track:2EJ7BnCzrZ8DhKul9Yr9aE,https://api.spotify.com/v1/tracks/2EJ7BnCzrZ8DhKul9Yr9aE,https://api.spotify.com/v1/audio-analysis/2EJ7BnCzrZ8DhKul9Yr9aE,368836,4
2500,Pra Marte,0.688,0.314,7,-11.761,1,0.0367,0.617,2.05e-05,0.104,0.497,115.075,audio_features,5YnVSx1LnxrKI7E7acV6Vv,spotify:track:5YnVSx1LnxrKI7E7acV6Vv,https://api.spotify.com/v1/tracks/5YnVSx1LnxrKI7E7acV6Vv,https://api.spotify.com/v1/audio-analysis/5YnVSx1LnxrKI7E7acV6Vv,295547,4
2501,Benzim,0.536,0.2,7,-19.386,1,0.0308,0.773,0.0,0.207,0.279,94.908,audio_features,4mKhCYoiCQX6xdmEEUeH7z,spotify:track:4mKhCYoiCQX6xdmEEUeH7z,https://api.spotify.com/v1/tracks/4mKhCYoiCQX6xdmEEUeH7z,https://api.spotify.com/v1/audio-analysis/4mKhCYoiCQX6xdmEEUeH7z,246947,4
2502,When We Last Spoke,0.713,0.495,5,-8.835,0,0.078,0.799,0.934,0.108,0.268,80.002,audio_features,3dBb5k9IR2AfzXrM2Od3Om,spotify:track:3dBb5k9IR2AfzXrM2Od3Om,https://api.spotify.com/v1/tracks/3dBb5k9IR2AfzXrM2Od3Om,https://api.spotify.com/v1/audio-analysis/3dBb5k9IR2AfzXrM2Od3Om,111000,4
2503,Obsoleta,0.713,0.471,10,-7.328,1,0.0377,0.806,0.0,0.0986,0.537,135.962,audio_features,27IR5NnwSL3p0aVYdLNJSa,spotify:track:27IR5NnwSL3p0aVYdLNJSa,https://api.spotify.com/v1/tracks/27IR5NnwSL3p0aVYdLNJSa,https://api.spotify.com/v1/audio-analysis/27IR5NnwSL3p0aVYdLNJSa,163904,4
2504,Eu Consegui - Ao Vivo,0.386,0.798,5,-6.08,0,0.0387,0.0017,0.00128,0.691,0.662,74.09,audio_features,7KYKibluJb2t6rgeV2X2yv,spotify:track:7KYKibluJb2t6rgeV2X2yv,https://api.spotify.com/v1/tracks/7KYKibluJb2t6rgeV2X2yv,https://api.spotify.com/v1/audio-analysis/7KYKibluJb2t6rgeV2X2yv,246986,4
2505,Grão de Areia,0.46,0.769,3,-7.751,0,0.0553,0.00233,1.28e-06,0.119,0.489,139.935,audio_features,3UB2DOGwFSFhMvU5mGQU7N,spotify:track:3UB2DOGwFSFhMvU5mGQU7N,https://api.spotify.com/v1/tracks/3UB2DOGwFSFhMvU5mGQU7N,https://api.spotify.com/v1/audio-analysis/3UB2DOGwFSFhMvU5mGQU7N,231947,4
2506,Coolin',0.603,0.527,2,-12.785,0,0.414,0.00156,0.0779,0.0486,0.524,185.479,audio_features,1EdLcm43rJi16IK6dUEEcY,spotify:track:1EdLcm43rJi16IK6dUEEcY,https://api.spotify.com/v1/tracks/1EdLcm43rJi16IK6dUEEcY,https://api.spotify.com/v1/audio-analysis/1EdLcm43rJi16IK6dUEEcY,302867,4
2507,Sorrows,0.633,0.793,5,-6.847,0,0.182,0.148,0.0,0.867,0.761,109.093,audio_features,5TXQCMKN6TgemTL3c4wRTn,spotify:track:5TXQCMKN6TgemTL3c4wRTn,https://api.spotify.com/v1/tracks/5TXQCMKN6TgemTL3c4wRTn,https://api.spotify.com/v1/audio-analysis/5TXQCMKN6TgemTL3c4wRTn,193702,4
2508,Medley Leão de Judá - Ao Vivo,0.488,0.966,6,-3.532,0,0.225,0.073,0.000268,0.319,0.363,149.976,audio_features,0ejnofglgLxwmt24MSMlSe,spotify:track:0ejnofglgLxwmt24MSMlSe,https://api.spotify.com/v1/tracks/0ejnofglgLxwmt24MSMlSe,https://api.spotify.com/v1/audio-analysis/0ejnofglgLxwmt24MSMlSe,296500,4
2509,Aces High - 2015 Remaster,0.3,0.936,2,-5.399,1,0.0456,0.0337,0.021,0.158,0.756,133.065,audio_features,3wFGRek61NIF330UwJCI52,spotify:track:3wFGRek61NIF330UwJCI52,https://api.spotify.com/v1/tracks/3wFGRek61NIF330UwJCI52,https://api.spotify.com/v1/audio-analysis/3wFGRek61NIF330UwJCI52,271907,4
2510,Skyline To,0.43,0.296,3,-13.645,1,0.0583,0.882,6.21e-06,0.104,0.386,129.048,audio_features,4xR3MAscflQ262kMeiKshQ,spotify:track:4xR3MAscflQ262kMeiKshQ,https://api.spotify.com/v1/tracks/4xR3MAscflQ262kMeiKshQ,https://api.spotify.com/v1/audio-analysis/4xR3MAscflQ262kMeiKshQ,184600,4
2511,Auntie Diaries,0.52,0.375,0,-13.409,1,0.358,0.745,0.0122,0.429,0.589,127.544,audio_features,1uY1X8YeBixs1FdQ3fQ7d4,spotify:track:1uY1X8YeBixs1FdQ3fQ7d4,https://api.spotify.com/v1/tracks/1uY1X8YeBixs1FdQ3fQ7d4,https://api.spotify.com/v1/audio-analysis/1uY1X8YeBixs1FdQ3fQ7d4,281070,5
2512,He's Real Pt. 1,0.519,0.441,9,-7.161,0,0.066,0.585,1.9e-05,0.328,0.503,69.959,audio_features,3EHZPFl2b72dzPMVf2XuZT,spotify:track:3EHZPFl2b72dzPMVf2XuZT,https://api.spotify.com/v1/tracks/3EHZPFl2b72dzPMVf2XuZT,https://api.spotify.com/v1/audio-analysis/3EHZPFl2b72dzPMVf2XuZT,102522,4
2513,Turning Onto You,0.558,0.634,10,-5.629,1,0.0325,0.114,7.71e-05,0.0896,0.796,159.896,audio_features,4tl5Knezh7Qohx4TWgJFpP,spotify:track:4tl5Knezh7Qohx4TWgJFpP,https://api.spotify.com/v1/tracks/4tl5Knezh7Qohx4TWgJFpP,https://api.spotify.com/v1/audio-analysis/4tl5Knezh7Qohx4TWgJFpP,201827,4
2514,Space Maneuvers,0.846,0.255,10,-14.348,1,0.161,0.256,0.571,0.113,0.443,85.103,audio_features,0qHWLH1msM5dfrwcYtCq4Y,spotify:track:0qHWLH1msM5dfrwcYtCq4Y,https://api.spotify.com/v1/tracks/0qHWLH1msM5dfrwcYtCq4Y,https://api.spotify.com/v1/audio-analysis/0qHWLH1msM5dfrwcYtCq4Y,135529,4
2515,Fall To Pieces,0.464,0.887,6,-4.65,1,0.0499,0.000429,0.333,0.126,0.23,132.759,audio_features,2amzrvbxYiq8AxGntIiw5V,spotify:track:2amzrvbxYiq8AxGntIiw5V,https://api.spotify.com/v1/tracks/2amzrvbxYiq8AxGntIiw5V,https://api.spotify.com/v1/audio-analysis/2amzrvbxYiq8AxGntIiw5V,271240,4
2516,Vamos Pra Rua - Ao Vivo,0.462,0.776,11,-5.944,1,0.0367,0.00328,2.56e-06,0.707,0.536,106.098,audio_features,5vE0Cz3dUrcfRt18LbZ2eS,spotify:track:5vE0Cz3dUrcfRt18LbZ2eS,https://api.spotify.com/v1/tracks/5vE0Cz3dUrcfRt18LbZ2eS,https://api.spotify.com/v1/audio-analysis/5vE0Cz3dUrcfRt18LbZ2eS,217924,4
2517,Exagerado,0.678,0.663,7,-7.726,1,0.0307,0.0874,0.0161,0.615,0.822,136.388,audio_features,4d0DpU7Odiv0ztvX2GxJlk,spotify:track:4d0DpU7Odiv0ztvX2GxJlk,https://api.spotify.com/v1/tracks/4d0DpU7Odiv0ztvX2GxJlk,https://api.spotify.com/v1/audio-analysis/4d0DpU7Odiv0ztvX2GxJlk,223400,4
2518,Why'd You Only Call Me When You're High?,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,audio_features,086myS9r57YsLbJpU0TgK9,spotify:track:086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/audio-analysis/086myS9r57YsLbJpU0TgK9,161124,4
2519,Tua Presença Vale Mais,0.23,0.555,10,-11.684,1,0.037,0.0568,0.000542,0.393,0.224,132.351,audio_features,3N65JUnrBokfsk0lG69mhv,spotify:track:3N65JUnrBokfsk0lG69mhv,https://api.spotify.com/v1/tracks/3N65JUnrBokfsk0lG69mhv,https://api.spotify.com/v1/audio-analysis/3N65JUnrBokfsk0lG69mhv,720786,4
2520,Bem-Vindo Ao Brasil,0.542,0.835,4,-5.969,1,0.113,0.0763,0.0,0.109,0.825,160.045,audio_features,50VlHyvySXwDs6i4Uk0MZB,spotify:track:50VlHyvySXwDs6i4Uk0MZB,https://api.spotify.com/v1/tracks/50VlHyvySXwDs6i4Uk0MZB,https://api.spotify.com/v1/audio-analysis/50VlHyvySXwDs6i4Uk0MZB,141280,4
2521,Fluorescent Adolescent,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,audio_features,2x8evxqUlF0eRabbW2JBJd,spotify:track:2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/tracks/2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/audio-analysis/2x8evxqUlF0eRabbW2JBJd,183893,4
2522,Mina de Vermelho,0.54,0.76,1,-1.949,1,0.0656,0.741,9.13e-05,0.693,0.356,131.309,audio_features,77RNsMdzYmJSdJ8XmquDBZ,spotify:track:77RNsMdzYmJSdJ8XmquDBZ,https://api.spotify.com/v1/tracks/77RNsMdzYmJSdJ8XmquDBZ,https://api.spotify.com/v1/audio-analysis/77RNsMdzYmJSdJ8XmquDBZ,143596,4
2523,KEEP IT UP,0.708,0.477,8,-7.297,1,0.0565,0.292,1.75e-06,0.255,0.733,149.929,audio_features,1dxqk42KIlMyrSawZ5YjBE,spotify:track:1dxqk42KIlMyrSawZ5YjBE,https://api.spotify.com/v1/tracks/1dxqk42KIlMyrSawZ5YjBE,https://api.spotify.com/v1/audio-analysis/1dxqk42KIlMyrSawZ5YjBE,183000,4
2524,Valentina,0.717,0.372,11,-12.878,0,0.0278,0.374,0.296,0.117,0.735,90.323,audio_features,2ax9yh9o3eJWbJZbF8tDvj,spotify:track:2ax9yh9o3eJWbJZbF8tDvj,https://api.spotify.com/v1/tracks/2ax9yh9o3eJWbJZbF8tDvj,https://api.spotify.com/v1/audio-analysis/2ax9yh9o3eJWbJZbF8tDvj,128640,4
2525,Old Pine,0.401,0.364,5,-10.836,1,0.033,0.45,0.0503,0.162,0.224,129.57,audio_features,3CAX47TnPqTujLIQTw8nwI,spotify:track:3CAX47TnPqTujLIQTw8nwI,https://api.spotify.com/v1/tracks/3CAX47TnPqTujLIQTw8nwI,https://api.spotify.com/v1/audio-analysis/3CAX47TnPqTujLIQTw8nwI,328507,4
2526,Que Maravilha,0.471,0.919,0,-2.788,1,0.465,0.394,0.0,0.162,0.713,92.403,audio_features,1GwVLvg1jAwy5UiUmU8s3V,spotify:track:1GwVLvg1jAwy5UiUmU8s3V,https://api.spotify.com/v1/tracks/1GwVLvg1jAwy5UiUmU8s3V,https://api.spotify.com/v1/audio-analysis/1GwVLvg1jAwy5UiUmU8s3V,161646,3
2527,It's Not Living (If It's Not With You),0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,audio_features,3TgMcrV32NUKjEG2ujn9eh,spotify:track:3TgMcrV32NUKjEG2ujn9eh,https://api.spotify.com/v1/tracks/3TgMcrV32NUKjEG2ujn9eh,https://api.spotify.com/v1/audio-analysis/3TgMcrV32NUKjEG2ujn9eh,248336,4
2528,Distant Lover,0.474,0.35,4,-12.973,1,0.0266,0.383,0.000305,0.057,0.527,141.906,audio_features,5Xt3RUiOkiH2pGYtMTVeNS,spotify:track:5Xt3RUiOkiH2pGYtMTVeNS,https://api.spotify.com/v1/tracks/5Xt3RUiOkiH2pGYtMTVeNS,https://api.spotify.com/v1/audio-analysis/5Xt3RUiOkiH2pGYtMTVeNS,255987,3
2529,Parir,0.736,0.448,8,-6.816,1,0.026,0.238,0.0,0.112,0.76,91.983,audio_features,2GPPopvbra1nWQNlMgeZAx,spotify:track:2GPPopvbra1nWQNlMgeZAx,https://api.spotify.com/v1/tracks/2GPPopvbra1nWQNlMgeZAx,https://api.spotify.com/v1/audio-analysis/2GPPopvbra1nWQNlMgeZAx,149699,4
2530,Wolfman,0.447,0.941,2,-5.392,0,0.0792,0.000363,0.000129,0.152,0.584,156.017,audio_features,2wzF2JqlYLlYivWsnQwjtH,spotify:track:2wzF2JqlYLlYivWsnQwjtH,https://api.spotify.com/v1/tracks/2wzF2JqlYLlYivWsnQwjtH,https://api.spotify.com/v1/audio-analysis/2wzF2JqlYLlYivWsnQwjtH,201853,4
2531,The Way You Used To Do,0.482,0.843,0,-5.909,1,0.288,0.0103,0.103,0.362,0.433,97.907,audio_features,52LL3IFB8N3PaJmoZ8Xii1,spotify:track:52LL3IFB8N3PaJmoZ8Xii1,https://api.spotify.com/v1/tracks/52LL3IFB8N3PaJmoZ8Xii1,https://api.spotify.com/v1/audio-analysis/52LL3IFB8N3PaJmoZ8Xii1,274282,4
2532,Sink into the Floor,0.566,0.394,10,-11.438,0,0.0445,0.712,2.59e-05,0.156,0.6,78.948,audio_features,4UCiDcv0yO9tNLZbkZeBBA,spotify:track:4UCiDcv0yO9tNLZbkZeBBA,https://api.spotify.com/v1/tracks/4UCiDcv0yO9tNLZbkZeBBA,https://api.spotify.com/v1/audio-analysis/4UCiDcv0yO9tNLZbkZeBBA,281054,4
2533,Lovesick,0.714,0.62,2,-2.742,1,0.0283,0.77,0.0,0.142,0.51,126.049,audio_features,4H8p5SlXFOb17x7p2koAM5,spotify:track:4H8p5SlXFOb17x7p2koAM5,https://api.spotify.com/v1/tracks/4H8p5SlXFOb17x7p2koAM5,https://api.spotify.com/v1/audio-analysis/4H8p5SlXFOb17x7p2koAM5,171040,4
2534,Ilha do Mel,0.582,0.761,5,-7.653,0,0.0398,0.087,0.0176,0.0816,0.355,148.104,audio_features,7nBm6tlQQpbBA1m7GqaYLo,spotify:track:7nBm6tlQQpbBA1m7GqaYLo,https://api.spotify.com/v1/tracks/7nBm6tlQQpbBA1m7GqaYLo,https://api.spotify.com/v1/audio-analysis/7nBm6tlQQpbBA1m7GqaYLo,267680,4
2535,Delilah,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,audio_features,4RCWB3V8V0dignt99LZ8vH,spotify:track:4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/tracks/4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/audio-analysis/4RCWB3V8V0dignt99LZ8vH,232533,4
2536,broadway street,0.529,0.61,9,-3.861,1,0.0263,0.0232,0.0,0.0997,0.0796,143.277,audio_features,5T32tUqF8nBEBd6OsyXLM5,spotify:track:5T32tUqF8nBEBd6OsyXLM5,https://api.spotify.com/v1/tracks/5T32tUqF8nBEBd6OsyXLM5,https://api.spotify.com/v1/audio-analysis/5T32tUqF8nBEBd6OsyXLM5,181213,4
2537,Nuit Douce,0.661,0.221,7,-14.398,1,0.034,0.805,0.886,0.0929,0.158,127.994,audio_features,7h8N0QlHxIEYfnHDVps8dS,spotify:track:7h8N0QlHxIEYfnHDVps8dS,https://api.spotify.com/v1/tracks/7h8N0QlHxIEYfnHDVps8dS,https://api.spotify.com/v1/audio-analysis/7h8N0QlHxIEYfnHDVps8dS,153750,3
2538,Palpitations,0.825,0.722,7,-8.073,1,0.194,0.0781,0.0,0.0991,0.619,111.019,audio_features,0HlwOhl2VwPQrM1LS2Ywgz,spotify:track:0HlwOhl2VwPQrM1LS2Ywgz,https://api.spotify.com/v1/tracks/0HlwOhl2VwPQrM1LS2Ywgz,https://api.spotify.com/v1/audio-analysis/0HlwOhl2VwPQrM1LS2Ywgz,153460,4
2539,Apesar de Querer,0.377,0.432,11,-8.491,0,0.0324,0.733,0.058,0.0968,0.422,95.504,audio_features,6LDAUF7L1PhZh0utprIpe2,spotify:track:6LDAUF7L1PhZh0utprIpe2,https://api.spotify.com/v1/tracks/6LDAUF7L1PhZh0utprIpe2,https://api.spotify.com/v1/audio-analysis/6LDAUF7L1PhZh0utprIpe2,244000,4
2540,Um Amor Puro,0.682,0.343,0,-9.866,1,0.0299,0.0188,0.0,0.118,0.164,117.11,audio_features,3PlKQNlbL4767rND3HnqSI,spotify:track:3PlKQNlbL4767rND3HnqSI,https://api.spotify.com/v1/tracks/3PlKQNlbL4767rND3HnqSI,https://api.spotify.com/v1/audio-analysis/3PlKQNlbL4767rND3HnqSI,327000,4
